variant,timeframe,period,entry_time,exit_time,direction,entry_price,exit_price,gross_pnl_pips,cost_pips,net_pnl_pips,holding_bars,short_window,long_window,entry_delay_bars,exit_reason
baseline_long_short,60m,full_2023_2025,2025-11-06 16:00:00,2025-11-10 08:00:00,short,153.041,154.046,-100.49999999999955,1.0,-101.49999999999955,40,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-11-10 08:00:00,2025-11-14 15:00:00,long,154.046,154.356,31.000000000000227,1.0,30.000000000000227,103,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-11-14 15:00:00,2025-11-17 11:00:00,short,154.356,154.843,-48.69999999999948,1.0,-49.69999999999948,20,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-11-17 11:00:00,2025-11-24 01:00:00,long,154.843,156.735,189.20000000000243,1.0,188.20000000000243,110,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-11-24 01:00:00,2025-11-28 07:00:00,short,156.735,156.381,35.40000000000134,1.0,34.40000000000134,102,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-11-28 07:00:00,2025-11-28 20:00:00,long,156.381,156.118,-26.300000000000523,1.0,-27.300000000000523,13,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-11-28 20:00:00,2025-12-02 23:00:00,short,156.118,155.854,26.39999999999816,1.0,25.39999999999816,51,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-02 23:00:00,2025-12-03 11:00:00,long,155.854,155.528,-32.60000000000218,1.0,-33.60000000000218,12,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-03 11:00:00,2025-12-08 06:00:00,short,155.528,155.198,32.99999999999841,1.0,31.99999999999841,67,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-08 06:00:00,2025-12-11 09:00:00,long,155.198,155.883,68.50000000000023,1.0,67.50000000000023,75,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-11 09:00:00,2025-12-17 18:00:00,short,155.883,155.533,35.000000000002274,1.0,34.000000000002274,105,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-17 18:00:00,2025-12-23 10:00:00,long,155.533,155.965,43.20000000000164,1.0,42.20000000000164,88,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-23 10:00:00,2025-12-26 13:00:00,short,155.965,156.417,-45.19999999999982,1.0,-46.19999999999982,61,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-26 13:00:00,2025-12-30 07:00:00,long,156.417,156.036,-38.10000000000002,1.0,-39.10000000000002,42,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-30 07:00:00,2025-12-31 04:00:00,short,156.036,156.492,-45.599999999998886,1.0,-46.599999999998886,21,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-12-31 04:00:00,2025-12-31 21:00:00,long,156.492,156.632,14.000000000001478,1.0,13.000000000001478,17,20,80,0,period_end
baseline_long_short,60m,dev_2023_2024,2023-01-01 22:00:00,2023-01-04 17:00:00,short,130.925,132.003,-107.79999999999745,1.0,-108.79999999999745,67,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-04 17:00:00,2023-01-09 07:00:00,long,132.003,131.803,-19.999999999998863,1.0,-20.999999999998863,62,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-09 07:00:00,2023-01-11 13:00:00,short,131.803,132.768,-96.50000000000034,1.0,-97.50000000000034,54,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-11 13:00:00,2023-01-12 10:00:00,long,132.768,130.957,-181.1000000000007,1.0,-182.1000000000007,21,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-12 10:00:00,2023-01-17 20:00:00,short,130.957,128.336,262.0999999999981,1.0,261.0999999999981,82,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-17 20:00:00,2023-01-19 06:00:00,long,128.336,127.979,-35.70000000000135,1.0,-36.70000000000135,34,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-19 06:00:00,2023-01-20 11:00:00,short,127.979,129.628,-164.89999999999867,1.0,-165.89999999999867,29,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-20 11:00:00,2023-01-25 18:00:00,long,129.628,129.613,-1.4999999999986358,1.0,-2.4999999999986358,79,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-25 18:00:00,2023-01-27 04:00:00,short,129.613,129.86,-24.70000000000141,1.0,-25.70000000000141,34,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-27 04:00:00,2023-01-27 15:00:00,long,129.86,129.882,2.199999999999136,1.0,1.199999999999136,11,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-27 15:00:00,2023-01-29 23:00:00,short,129.882,129.803,7.900000000000773,1.0,6.900000000000773,8,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-29 23:00:00,2023-01-30 06:00:00,long,129.803,129.636,-16.70000000000016,1.0,-17.70000000000016,7,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-30 06:00:00,2023-01-30 09:00:00,short,129.636,130.127,-49.10000000000139,1.0,-50.10000000000139,3,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-01-30 09:00:00,2023-02-01 12:00:00,long,130.127,129.806,-32.099999999999795,1.0,-33.099999999999795,51,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-01 12:00:00,2023-02-03 20:00:00,short,129.806,131.057,-125.09999999999764,1.0,-126.09999999999764,56,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-03 20:00:00,2023-02-08 08:00:00,long,131.057,130.886,-17.099999999999227,1.0,-18.099999999999227,60,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-08 08:00:00,2023-02-10 12:00:00,short,130.886,130.832,5.400000000000205,1.0,4.400000000000205,52,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-10 12:00:00,2023-02-13 02:00:00,long,130.832,131.677,84.49999999999989,1.0,83.49999999999989,14,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-13 02:00:00,2023-02-13 04:00:00,short,131.677,132.024,-34.70000000000084,1.0,-35.70000000000084,2,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-13 04:00:00,2023-02-20 17:00:00,long,132.024,134.095,207.0999999999998,1.0,206.0999999999998,133,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-20 17:00:00,2023-02-21 07:00:00,short,134.095,134.502,-40.70000000000107,1.0,-41.70000000000107,14,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-21 07:00:00,2023-02-24 08:00:00,long,134.502,134.837,33.499999999997954,1.0,32.499999999997954,73,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-24 08:00:00,2023-02-24 13:00:00,short,134.837,135.661,-82.40000000000123,1.0,-83.40000000000123,5,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-02-24 13:00:00,2023-03-01 12:00:00,long,135.661,135.338,-32.30000000000075,1.0,-33.30000000000075,71,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-01 12:00:00,2023-03-02 10:00:00,short,135.338,136.469,-113.10000000000002,1.0,-114.10000000000002,22,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-02 10:00:00,2023-03-03 20:00:00,long,136.469,135.837,-63.2000000000005,1.0,-64.2000000000005,34,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-03 20:00:00,2023-03-07 20:00:00,short,135.837,137.105,-126.80000000000007,1.0,-127.80000000000007,48,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-07 20:00:00,2023-03-09 18:00:00,long,137.105,136.226,-87.89999999999907,1.0,-88.89999999999907,46,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-09 18:00:00,2023-03-22 01:00:00,short,136.226,132.526,369.99999999999886,1.0,368.99999999999886,200,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-22 01:00:00,2023-03-23 04:00:00,long,132.526,130.617,-190.90000000000202,1.0,-191.90000000000202,27,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-23 04:00:00,2023-03-27 17:00:00,short,130.617,131.6,-98.30000000000041,1.0,-99.30000000000041,61,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-27 17:00:00,2023-03-28 19:00:00,long,131.6,130.783,-81.70000000000073,1.0,-82.70000000000073,26,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-28 19:00:00,2023-03-28 23:00:00,short,130.783,130.859,-7.600000000002183,1.0,-8.600000000002183,4,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-03-28 23:00:00,2023-04-04 01:00:00,long,130.859,132.553,169.39999999999884,1.0,168.39999999999884,98,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-04 01:00:00,2023-04-07 08:00:00,short,132.553,131.883,66.99999999999875,1.0,65.99999999999875,79,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-07 08:00:00,2023-04-13 06:00:00,long,131.883,133.294,141.10000000000014,1.0,140.10000000000014,94,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-13 06:00:00,2023-04-17 01:00:00,short,133.294,133.842,-54.80000000000018,1.0,-55.80000000000018,43,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-17 01:00:00,2023-04-20 23:00:00,long,133.842,134.169,32.69999999999982,1.0,31.699999999999818,94,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-20 23:00:00,2023-04-24 18:00:00,short,134.169,134.348,-17.900000000000205,1.0,-18.900000000000205,43,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-24 18:00:00,2023-04-25 13:00:00,long,134.348,133.927,-42.10000000000207,1.0,-43.10000000000207,19,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-25 13:00:00,2023-04-27 23:00:00,short,133.927,133.913,1.3999999999981583,1.0,0.3999999999981583,58,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-04-27 23:00:00,2023-05-03 07:00:00,long,133.913,135.87,195.69999999999936,1.0,194.69999999999936,80,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-03 07:00:00,2023-05-08 07:00:00,short,135.87,134.777,109.30000000000177,1.0,108.30000000000177,72,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-08 07:00:00,2023-05-10 19:00:00,long,134.777,134.255,-52.199999999999136,1.0,-53.199999999999136,60,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-10 19:00:00,2023-05-12 16:00:00,short,134.255,135.628,-137.29999999999905,1.0,-138.29999999999905,45,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-12 16:00:00,2023-05-22 11:00:00,long,135.628,137.969,234.10000000000082,1.0,233.10000000000082,139,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-22 11:00:00,2023-05-22 16:00:00,short,137.969,138.657,-68.80000000000166,1.0,-69.80000000000166,5,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-22 16:00:00,2023-05-30 17:00:00,long,138.657,139.919,126.20000000000005,1.0,125.20000000000005,145,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-05-30 17:00:00,2023-06-05 00:00:00,short,139.919,140.213,-29.399999999998272,1.0,-30.399999999998272,79,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-05 00:00:00,2023-06-07 03:00:00,long,140.213,139.189,-102.40000000000009,1.0,-103.40000000000009,51,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-07 03:00:00,2023-06-08 02:00:00,short,139.189,139.916,-72.70000000000039,1.0,-73.70000000000039,23,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-08 02:00:00,2023-06-08 18:00:00,long,139.916,138.937,-97.8999999999985,1.0,-98.8999999999985,16,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-08 18:00:00,2023-06-12 21:00:00,short,138.937,139.589,-65.19999999999868,1.0,-66.19999999999868,51,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-12 21:00:00,2023-06-12 22:00:00,long,139.589,139.578,-1.099999999999568,1.0,-2.099999999999568,1,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-12 22:00:00,2023-06-12 23:00:00,short,139.578,139.553,2.5000000000005684,1.0,1.5000000000005684,1,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-12 23:00:00,2023-06-21 03:00:00,long,139.553,141.618,206.49999999999977,1.0,205.49999999999977,148,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-21 03:00:00,2023-06-21 14:00:00,short,141.618,142.25,-63.2000000000005,1.0,-64.2000000000005,11,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-06-21 14:00:00,2023-07-04 09:00:00,long,142.25,144.384,213.3999999999986,1.0,212.3999999999986,211,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-07-04 09:00:00,2023-07-17 05:00:00,short,144.384,138.624,575.9999999999991,1.0,574.9999999999991,212,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-07-17 05:00:00,2023-07-26 02:00:00,long,138.624,141.157,253.30000000000155,1.0,252.30000000000155,165,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-07-26 02:00:00,2023-07-31 01:00:00,short,141.157,140.896,26.10000000000241,1.0,25.10000000000241,71,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-07-31 01:00:00,2023-08-03 22:00:00,long,140.896,142.52,162.40000000000236,1.0,161.40000000000236,93,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-03 22:00:00,2023-08-08 04:00:00,short,142.52,143.333,-81.29999999999882,1.0,-82.29999999999882,54,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-08 04:00:00,2023-08-18 07:00:00,long,143.333,145.372,203.90000000000157,1.0,202.90000000000157,195,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-18 07:00:00,2023-08-21 21:00:00,short,145.372,146.197,-82.49999999999886,1.0,-83.49999999999886,38,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-21 21:00:00,2023-08-23 11:00:00,long,146.197,145.447,-75.0,1.0,-76.0,38,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-23 11:00:00,2023-08-25 00:00:00,short,145.447,146.051,-60.3999999999985,1.0,-61.3999999999985,37,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-25 00:00:00,2023-08-30 01:00:00,long,146.051,145.907,-14.399999999997704,1.0,-15.399999999997704,73,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-08-30 01:00:00,2023-09-04 05:00:00,short,145.907,146.157,-25.0,1.0,-26.0,76,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-09-04 05:00:00,2023-09-08 01:00:00,long,146.157,146.916,75.89999999999861,1.0,74.89999999999861,92,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-09-08 01:00:00,2023-09-12 23:00:00,short,146.916,147.058,-14.19999999999959,1.0,-15.19999999999959,70,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-09-12 23:00:00,2023-09-22 00:00:00,long,147.058,147.646,58.799999999999386,1.0,57.799999999999386,169,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-09-22 00:00:00,2023-09-22 13:00:00,short,147.646,148.251,-60.50000000000182,1.0,-61.50000000000182,13,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-09-22 13:00:00,2023-10-01 21:00:00,long,148.251,149.606,135.49999999999898,1.0,134.49999999999898,128,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-01 21:00:00,2023-10-02 01:00:00,short,149.606,149.683,-7.699999999999818,1.0,-8.699999999999818,4,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-02 01:00:00,2023-10-03 23:00:00,long,149.683,149.11,-57.29999999999791,1.0,-58.29999999999791,46,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-03 23:00:00,2023-10-06 19:00:00,short,149.11,149.338,-22.799999999998022,1.0,-23.799999999998022,68,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-06 19:00:00,2023-10-09 23:00:00,long,149.338,148.415,-92.30000000000018,1.0,-93.30000000000018,28,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-09 23:00:00,2023-10-11 21:00:00,short,148.415,149.152,-73.69999999999948,1.0,-74.69999999999948,46,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-11 21:00:00,2023-10-23 23:00:00,long,149.152,149.688,53.600000000000136,1.0,52.600000000000136,194,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-23 23:00:00,2023-10-25 04:00:00,short,149.688,149.846,-15.800000000001546,1.0,-16.800000000001546,29,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-25 04:00:00,2023-10-27 18:00:00,long,149.846,149.52,-32.59999999999934,1.0,-33.59999999999934,62,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-27 18:00:00,2023-10-31 15:00:00,short,149.52,151.258,-173.79999999999995,1.0,-174.79999999999995,45,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-10-31 15:00:00,2023-11-02 15:00:00,long,151.258,150.288,-96.99999999999989,1.0,-97.99999999999989,48,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-02 15:00:00,2023-11-07 09:00:00,short,150.288,150.331,-4.2999999999977945,1.0,-5.2999999999977945,65,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-07 09:00:00,2023-11-14 19:00:00,long,150.331,150.534,20.300000000000296,1.0,19.300000000000296,130,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-14 19:00:00,2023-11-16 10:00:00,short,150.534,151.275,-74.10000000000139,1.0,-75.10000000000139,39,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-16 10:00:00,2023-11-16 16:00:00,long,151.275,150.407,-86.7999999999995,1.0,-87.7999999999995,6,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-16 16:00:00,2023-11-22 15:00:00,short,150.407,149.352,105.50000000000068,1.0,104.50000000000068,95,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-22 15:00:00,2023-11-27 11:00:00,long,149.352,148.989,-36.299999999999955,1.0,-37.299999999999955,68,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-11-27 11:00:00,2023-12-01 01:00:00,short,148.989,147.765,122.4000000000018,1.0,121.4000000000018,85,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-01 01:00:00,2023-12-04 01:00:00,long,147.765,146.5,-126.49999999999864,1.0,-127.49999999999864,24,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-04 01:00:00,2023-12-06 10:00:00,short,146.5,147.318,-81.8000000000012,1.0,-82.8000000000012,57,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-06 10:00:00,2023-12-07 08:00:00,long,147.318,145.713,-160.50000000000182,1.0,-161.50000000000182,22,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-07 08:00:00,2023-12-11 13:00:00,short,145.713,146.36,-64.70000000000198,1.0,-65.70000000000198,53,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-11 13:00:00,2023-12-13 18:00:00,long,146.36,145.172,-118.80000000000166,1.0,-119.80000000000166,53,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-13 18:00:00,2023-12-18 18:00:00,short,145.172,142.919,225.2999999999986,1.0,224.2999999999986,72,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-18 18:00:00,2023-12-21 11:00:00,long,142.919,143.018,9.899999999998954,1.0,8.899999999998954,65,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-21 11:00:00,2023-12-27 01:00:00,short,143.018,142.709,30.89999999999975,1.0,29.89999999999975,71,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-27 01:00:00,2023-12-27 23:00:00,long,142.709,141.605,-110.40000000000134,1.0,-111.40000000000134,22,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2023-12-27 23:00:00,2024-01-02 17:00:00,short,141.605,141.891,-28.600000000000136,1.0,-29.600000000000136,66,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-02 17:00:00,2024-01-08 22:00:00,long,141.891,144.223,233.2000000000022,1.0,232.2000000000022,101,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-08 22:00:00,2024-01-10 07:00:00,short,144.223,145.065,-84.19999999999845,1.0,-85.19999999999845,33,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-10 07:00:00,2024-01-12 17:00:00,long,145.065,144.854,-21.09999999999843,1.0,-22.09999999999843,58,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-12 17:00:00,2024-01-15 16:00:00,short,144.854,145.79,-93.59999999999786,1.0,-94.59999999999786,23,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-15 16:00:00,2024-01-22 12:00:00,long,145.79,147.887,209.70000000000084,1.0,208.70000000000084,116,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-22 12:00:00,2024-01-24 01:00:00,short,147.887,148.112,-22.49999999999943,1.0,-23.49999999999943,37,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-24 01:00:00,2024-01-24 13:00:00,long,148.112,147.294,-81.79999999999836,1.0,-82.79999999999836,12,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-24 13:00:00,2024-01-26 19:00:00,short,147.294,148.135,-84.09999999999798,1.0,-85.09999999999798,54,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-26 19:00:00,2024-01-30 01:00:00,long,148.135,147.298,-83.69999999999891,1.0,-84.69999999999891,30,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-01-30 01:00:00,2024-02-02 20:00:00,short,147.298,148.328,-103.00000000000011,1.0,-104.00000000000011,91,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-02 20:00:00,2024-02-07 08:00:00,long,148.328,147.819,-50.900000000001455,1.0,-51.900000000001455,60,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-07 08:00:00,2024-02-08 11:00:00,short,147.819,149.1,-128.1000000000006,1.0,-129.1000000000006,27,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-08 11:00:00,2024-02-15 20:00:00,long,149.1,149.954,85.40000000000134,1.0,84.40000000000134,129,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-15 20:00:00,2024-02-20 05:00:00,short,149.954,150.333,-37.89999999999907,1.0,-38.89999999999907,57,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-20 05:00:00,2024-02-20 23:00:00,long,150.333,149.936,-39.699999999999136,1.0,-40.699999999999136,18,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-20 23:00:00,2024-02-21 22:00:00,short,149.936,150.295,-35.899999999998045,1.0,-36.899999999998045,23,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-21 22:00:00,2024-02-27 14:00:00,long,150.295,150.272,-2.2999999999996135,1.0,-3.2999999999996135,88,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-27 14:00:00,2024-02-28 10:00:00,short,150.272,150.743,-47.100000000000364,1.0,-48.100000000000364,20,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-28 10:00:00,2024-02-29 06:00:00,long,150.743,149.903,-84.00000000000034,1.0,-85.00000000000034,20,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-02-29 06:00:00,2024-03-01 16:00:00,short,149.903,150.122,-21.90000000000225,1.0,-22.90000000000225,34,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-01 16:00:00,2024-03-04 02:00:00,long,150.122,150.126,0.39999999999906777,1.0,-0.6000000000009322,10,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-04 02:00:00,2024-03-04 17:00:00,short,150.126,150.449,-32.30000000000075,1.0,-33.30000000000075,15,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-04 17:00:00,2024-03-05 22:00:00,long,150.449,150.033,-41.600000000002524,1.0,-42.600000000002524,29,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-05 22:00:00,2024-03-12 17:00:00,short,150.033,147.701,233.19999999999936,1.0,232.19999999999936,116,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-12 17:00:00,2024-03-25 06:00:00,long,147.701,151.216,351.5000000000015,1.0,350.5000000000015,205,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-25 06:00:00,2024-03-25 20:00:00,short,151.216,151.444,-22.799999999998022,1.0,-23.799999999998022,14,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-25 20:00:00,2024-03-26 12:00:00,long,151.444,151.388,-5.599999999998317,1.0,-6.599999999998317,16,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-26 12:00:00,2024-03-26 23:00:00,short,151.388,151.527,-13.899999999998158,1.0,-14.899999999998158,11,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-26 23:00:00,2024-03-28 01:00:00,long,151.527,151.414,-11.299999999999955,1.0,-12.299999999999955,26,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-03-28 01:00:00,2024-04-01 14:00:00,short,151.414,151.576,-16.200000000000614,1.0,-17.200000000000614,61,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-04-01 14:00:00,2024-04-04 19:00:00,long,151.576,151.201,-37.5,1.0,-38.5,77,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-04-04 19:00:00,2024-04-08 03:00:00,short,151.201,151.77,-56.90000000000168,1.0,-57.90000000000168,32,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-04-08 03:00:00,2024-04-18 09:00:00,long,151.77,154.354,258.4000000000003,1.0,257.4000000000003,198,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-04-18 09:00:00,2024-04-18 23:00:00,short,154.354,154.642,-28.79999999999825,1.0,-29.79999999999825,14,20,80,0,signal_flip
baseline_long_short,60m,dev_2023_2024,2024-04-18 23:00:00,2024-04-19 10:00:00,long,154.642,154.485,-15.699999999998226,1.0,-16.699999999998226,11,20,80,0,signal_flip
